STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,MEASURE,Measure,FREQ,Frequency of observation,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MEASURE,Unit of measure,UNIT_MULT,Unit multiplier,CURRENCY,Currency,BASE_PER,Base period,METHODOLOGY,Methodology,DECIMALS,Decimals,PRICE_BASE,Price base,ADJUSTMENT,Adjustment
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,CAN,Canada,IRL,Long-term interest rate on government bonds,A,Annual,2019,,1.5888826137313,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,CAN,Canada,IRL,Long-term interest rate on government bonds,A,Annual,2018,,2.27791210982001,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,CAN,Canada,IRL,Long-term interest rate on government bonds,A,Annual,2017,,1.78365202986055,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,CAN,Canada,IRL,Long-term interest rate on government bonds,A,Annual,2016,,1.25175757575758,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,CAN,Canada,IRL,Long-term interest rate on government bonds,A,Annual,2015,,1.52169459633933,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,CAN,Canada,IRL,Long-term interest rate on government bonds,A,Annual,2014,,2.23083025746184,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,CAN,Canada,IRL,Long-term interest rate on government bonds,A,Annual,2013,,2.26195876053771,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,CAN,Canada,IRL,Long-term interest rate on government bonds,A,Annual,2012,,1.87341012569302,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,CAN,Canada,IRL,Long-term interest rate on government bonds,A,Annual,2011,,2.7830361208522,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,CAN,Canada,IRL,Long-term interest rate on government bonds,A,Annual,2010,,3.23513996659964,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,CAN,Canada,IRL,Long-term interest rate on government bonds,A,Annual,2009,,3.23061889572416,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,CAN,Canada,IRL,Long-term interest rate on government bonds,A,Annual,2008,,3.60530239424318,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,CAN,Canada,IRL,Long-term interest rate on government bonds,A,Annual,2007,,4.26976742993848,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,MEX,Mexico,IRL,Long-term interest rate on government bonds,A,Annual,2020,,6.30715564269372,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,MEX,Mexico,IRL,Long-term interest rate on government bonds,A,Annual,2019,,7.50374788809388,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,MEX,Mexico,IRL,Long-term interest rate on government bonds,A,Annual,2006,,8.38833333333334,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,MEX,Mexico,IRL,Long-term interest rate on government bonds,A,Annual,2005,,9.4175,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,MEX,Mexico,IRL,Long-term interest rate on government bonds,A,Annual,2004,,9.53833333333334,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,MEX,Mexico,IRL,Long-term interest rate on government bonds,A,Annual,2003,,8.98166666666666,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,MEX,Mexico,IRL,Long-term interest rate on government bonds,A,Annual,2002,,10.125,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,MEX,Mexico,IRL,Long-term interest rate on government bonds,A,Annual,2018,,7.58730791532474,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,MEX,Mexico,IRL,Long-term interest rate on government bonds,A,Annual,2017,,7.16350073608617,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,MEX,Mexico,IRL,Long-term interest rate on government bonds,A,Annual,2016,,6.42751947910046,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,MEX,Mexico,IRL,Long-term interest rate on government bonds,A,Annual,2015,,6.51615827657647,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,MEX,Mexico,IRL,Long-term interest rate on government bonds,A,Annual,2014,,6.36734582947861,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,MEX,Mexico,IRL,Long-term interest rate on government bonds,A,Annual,2013,,6.11303123915957,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,MEX,Mexico,IRL,Long-term interest rate on government bonds,A,Annual,2012,,6.65140334539832,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,MEX,Mexico,IRL,Long-term interest rate on government bonds,A,Annual,2011,,7.1499748873575,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,MEX,Mexico,IRL,Long-term interest rate on government bonds,A,Annual,2010,,7.28854734819732,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,MEX,Mexico,IRL,Long-term interest rate on government bonds,A,Annual,2009,,8.00428145317531,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,MEX,Mexico,IRL,Long-term interest rate on government bonds,A,Annual,2008,,8.32829584721096,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,MEX,Mexico,IRL,Long-term interest rate on government bonds,A,Annual,2007,,7.81774874434443,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,MEX,Mexico,IRL,Long-term interest rate on government bonds,A,Annual,2026,,6.45,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,MEX,Mexico,IRL,Long-term interest rate on government bonds,A,Annual,2025,,7.99166666666668,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,MEX,Mexico,IRL,Long-term interest rate on government bonds,A,Annual,2024,,9.06834227671521,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,MEX,Mexico,IRL,Long-term interest rate on government bonds,A,Annual,2023,,8.45331054930128,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,MEX,Mexico,IRL,Long-term interest rate on government bonds,A,Annual,2022,,8.51067848935587,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,BEL,Belgium,IRS,Short-term interest rate,A,Annual,2005,,2.18468933198444,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,BEL,Belgium,IRS,Short-term interest rate,A,Annual,2004,,2.10632297979798,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,BEL,Belgium,IRS,Short-term interest rate,A,Annual,1964,,4.425,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,BEL,Belgium,IRS,Short-term interest rate,A,Annual,1963,,3.33333333333334,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,BEL,Belgium,IRS,Short-term interest rate,A,Annual,1962,,3.09166666666667,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,BEL,Belgium,IRS,Short-term interest rate,A,Annual,1961,,4.375,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,BEL,Belgium,IRS,Short-term interest rate,A,Annual,1960,,3.91666666666667,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,BEL,Belgium,IRS,Short-term interest rate,A,Annual,1976,,9.89166666666668,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,BEL,Belgium,IRS,Short-term interest rate,A,Annual,1975,,6.79583333333333,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,BEL,Belgium,IRS,Short-term interest rate,A,Annual,1974,,10.2958333333333,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,BEL,Belgium,IRS,Short-term interest rate,A,Annual,1973,,6.2875,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,BEL,Belgium,IRS,Short-term interest rate,A,Annual,1972,,3.82916666666667,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,BEL,Belgium,IRS,Short-term interest rate,A,Annual,1971,,5.00416666666667,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,BEL,Belgium,IRS,Short-term interest rate,A,Annual,1970,,7.80833333333334,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,BEL,Belgium,IRS,Short-term interest rate,A,Annual,1969,,7.10416666666667,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,BEL,Belgium,IRS,Short-term interest rate,A,Annual,1968,,4.04583333333333,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,BEL,Belgium,IRS,Short-term interest rate,A,Annual,1967,,5.16666666666667,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,BEL,Belgium,IRS,Short-term interest rate,A,Annual,1966,,5.25416666666667,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,BEL,Belgium,IRS,Short-term interest rate,A,Annual,1965,,4.61666666666667,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,BEL,Belgium,IRS,Short-term interest rate,A,Annual,2003,,2.33347419144865,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,BEL,Belgium,IRS,Short-term interest rate,A,Annual,2002,,3.31860162729782,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,BEL,Belgium,IRS,Short-term interest rate,A,Annual,2001,,4.26178043818098,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,BEL,Belgium,IRS,Short-term interest rate,A,Annual,2000,,4.39176542957636,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,BEL,Belgium,IRS,Short-term interest rate,A,Annual,1999,,2.96348834619487,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,BEL,Belgium,IRS,Short-term interest rate,A,Annual,1998,,3.55833333333334,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,BEL,Belgium,IRS,Short-term interest rate,A,Annual,1997,,3.43666666666667,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,BEL,Belgium,IRS,Short-term interest rate,A,Annual,1996,,3.21666666666667,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,BEL,Belgium,IRS,Short-term interest rate,A,Annual,1995,,4.78333333333334,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,BEL,Belgium,IRS,Short-term interest rate,A,Annual,1994,,5.695,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,BEL,Belgium,IRS,Short-term interest rate,A,Annual,1993,,8.22416666666667,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,BEL,Belgium,IRS,Short-term interest rate,A,Annual,1992,,9.37083333333333,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,BEL,Belgium,IRS,Short-term interest rate,A,Annual,1991,,9.3825,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,BEL,Belgium,IRS,Short-term interest rate,A,Annual,1990,,9.63333333333334,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,BEL,Belgium,IRS,Short-term interest rate,A,Annual,1989,,8.8,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,BEL,Belgium,IRS,Short-term interest rate,A,Annual,1988,,6.72916666666667,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,BEL,Belgium,IRS,Short-term interest rate,A,Annual,1987,,7.05416666666667,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,BEL,Belgium,IRS,Short-term interest rate,A,Annual,1986,,8.08333333333334,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,BEL,Belgium,IRS,Short-term interest rate,A,Annual,1985,,9.51666666666668,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,BEL,Belgium,IRS,Short-term interest rate,A,Annual,1984,,11.4208333333333,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,BEL,Belgium,IRS,Short-term interest rate,A,Annual,1983,,10.4,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,BEL,Belgium,IRS,Short-term interest rate,A,Annual,1982,,13.9708333333334,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,BEL,Belgium,IRS,Short-term interest rate,A,Annual,1981,,15.2708333333334,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,BEL,Belgium,IRS,Short-term interest rate,A,Annual,1980,,14.0291666666667,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,BEL,Belgium,IRS,Short-term interest rate,A,Annual,1979,,11.0125,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,BEL,Belgium,IRS,Short-term interest rate,A,Annual,1978,,7.12916666666667,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,BEL,Belgium,IRS,Short-term interest rate,A,Annual,1977,,7.05416666666667,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,BEL,Belgium,IRS,Short-term interest rate,A,Annual,2026,,2.05537709392057,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,BEL,Belgium,IRS,Short-term interest rate,A,Annual,2025,,2.43037709392057,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,BEL,Belgium,IRS,Short-term interest rate,A,Annual,2024,,3.58563521080369,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,BEL,Belgium,IRS,Short-term interest rate,A,Annual,2023,,3.43080056073154,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,BEL,Belgium,IRS,Short-term interest rate,A,Annual,2022,,0.341555418515784,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,BEL,Belgium,IRS,Short-term interest rate,A,Annual,2021,,-0.548756292741075,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,BEL,Belgium,IRS,Short-term interest rate,A,Annual,2020,,-0.425159624976473,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,BEL,Belgium,IRS,Short-term interest rate,A,Annual,2019,,-0.356319350335655,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,BEL,Belgium,IRS,Short-term interest rate,A,Annual,2018,,-0.322092958103428,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,BEL,Belgium,IRS,Short-term interest rate,A,Annual,2017,,-0.329056115557889,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,BEL,Belgium,IRS,Short-term interest rate,A,Annual,2016,,-0.263695659232072,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,BEL,Belgium,IRS,Short-term interest rate,A,Annual,2015,,-0.01937570144069,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,BEL,Belgium,IRS,Short-term interest rate,A,Annual,2014,,0.209945671779911,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,BEL,Belgium,IRS,Short-term interest rate,A,Annual,2013,,0.220661223257419,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,BEL,Belgium,IRS,Short-term interest rate,A,Annual,2012,,0.573181086857461,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,BEL,Belgium,IRS,Short-term interest rate,A,Annual,2011,,1.39059974396631,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,BEL,Belgium,IRS,Short-term interest rate,A,Annual,2010,,0.810953932963171,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,BEL,Belgium,IRS,Short-term interest rate,A,Annual,2009,,1.22834974982747,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,BEL,Belgium,IRS,Short-term interest rate,A,Annual,2008,,4.63423268117593,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,BEL,Belgium,IRS,Short-term interest rate,A,Annual,2007,,4.27759642667274,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,AUS,Australia,IRS,Short-term interest rate,A,Annual,2013,,2.7775,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,AUS,Australia,IRS,Short-term interest rate,A,Annual,2012,,3.72833333333333,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,AUS,Australia,IRS,Short-term interest rate,A,Annual,1972,,5.08333333333334,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,AUS,Australia,IRS,Short-term interest rate,A,Annual,1971,,7.00833333333334,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,AUS,Australia,IRS,Short-term interest rate,A,Annual,1970,,7.10833333333334,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,AUS,Australia,IRS,Short-term interest rate,A,Annual,1969,,5.56666666666667,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,AUS,Australia,IRS,Short-term interest rate,A,Annual,1968,,5.11666666666667,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,AUS,Australia,IRS,Short-term interest rate,A,Annual,1984,,12.1,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
