STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,MEASURE,Measure,FREQ,Frequency of observation,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MEASURE,Unit of measure,UNIT_MULT,Unit multiplier,CURRENCY,Currency,BASE_PER,Base period,METHODOLOGY,Methodology,DECIMALS,Decimals,PRICE_BASE,Price base,ADJUSTMENT,Adjustment
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,LVA,Latvia,IRS,Short-term interest rate,A,Annual,2012,,0.888333333333334,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,LVA,Latvia,IRS,Short-term interest rate,A,Annual,2011,,0.961666666666666,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,LVA,Latvia,IRS,Short-term interest rate,A,Annual,1998,,8.38833333333333,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,LVA,Latvia,IRS,Short-term interest rate,A,Annual,1997,,4.95666666666667,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,LVA,Latvia,IRS,Short-term interest rate,A,Annual,1996,,5.08833333333334,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,LVA,Latvia,IRS,Short-term interest rate,A,Annual,1995,,6.82,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,LVA,Latvia,IRS,Short-term interest rate,A,Annual,1994,,6.525,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,LVA,Latvia,IRS,Short-term interest rate,A,Annual,2010,,1.99666666666667,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,LVA,Latvia,IRS,Short-term interest rate,A,Annual,2009,,13.0841666666667,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,LVA,Latvia,IRS,Short-term interest rate,A,Annual,2008,,7.98916666666666,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,LVA,Latvia,IRS,Short-term interest rate,A,Annual,2007,,8.67166666666667,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,LVA,Latvia,IRS,Short-term interest rate,A,Annual,2006,,4.37166666666667,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,LVA,Latvia,IRS,Short-term interest rate,A,Annual,2005,,3.0725,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,LVA,Latvia,IRS,Short-term interest rate,A,Annual,2004,,4.23166666666667,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,LVA,Latvia,IRS,Short-term interest rate,A,Annual,2003,,3.835,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,LVA,Latvia,IRS,Short-term interest rate,A,Annual,2002,,4.35416666666667,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,LVA,Latvia,IRS,Short-term interest rate,A,Annual,2001,,6.86166666666667,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,LVA,Latvia,IRS,Short-term interest rate,A,Annual,2000,,5.4025,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,LVA,Latvia,IRS,Short-term interest rate,A,Annual,1999,,8.45,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,LVA,Latvia,IRS,Short-term interest rate,A,Annual,2026,,2.05537709392057,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,LVA,Latvia,IRS,Short-term interest rate,A,Annual,2025,,2.43037709392057,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,LVA,Latvia,IRS,Short-term interest rate,A,Annual,2024,,3.58563521080369,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,LVA,Latvia,IRS,Short-term interest rate,A,Annual,2023,,3.43080056073154,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,LVA,Latvia,IRS,Short-term interest rate,A,Annual,2022,,0.341555418515784,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,LVA,Latvia,IRS,Short-term interest rate,A,Annual,2021,,-0.548756292741075,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,LVA,Latvia,IRS,Short-term interest rate,A,Annual,2020,,-0.425159624976473,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,LVA,Latvia,IRS,Short-term interest rate,A,Annual,2019,,-0.356319350335655,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,LVA,Latvia,IRS,Short-term interest rate,A,Annual,2018,,-0.322092958103428,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,LVA,Latvia,IRS,Short-term interest rate,A,Annual,2017,,-0.329056115557889,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,LVA,Latvia,IRS,Short-term interest rate,A,Annual,2016,,-0.263695659232072,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,LVA,Latvia,IRS,Short-term interest rate,A,Annual,2015,,-0.01937570144069,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,LVA,Latvia,IRS,Short-term interest rate,A,Annual,2014,,0.209945671779911,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,DEU,Germany,IRL,Long-term interest rate on government bonds,A,Annual,2009,,3.2222178304787,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,DEU,Germany,IRL,Long-term interest rate on government bonds,A,Annual,2008,,3.98476822449734,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,DEU,Germany,IRL,Long-term interest rate on government bonds,A,Annual,1995,,6.8505428170228,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,DEU,Germany,IRL,Long-term interest rate on government bonds,A,Annual,1994,,6.88441434531652,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,DEU,Germany,IRL,Long-term interest rate on government bonds,A,Annual,1993,,6.49645833333334,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,DEU,Germany,IRL,Long-term interest rate on government bonds,A,Annual,1992,,7.83520833333334,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,DEU,Germany,IRL,Long-term interest rate on government bonds,A,Annual,1991,,8.445625,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,DEU,Germany,IRL,Long-term interest rate on government bonds,A,Annual,2007,,4.21695500351864,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,DEU,Germany,IRL,Long-term interest rate on government bonds,A,Annual,2006,,3.76412531864906,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,DEU,Germany,IRL,Long-term interest rate on government bonds,A,Annual,2005,,3.35401753560449,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,DEU,Germany,IRL,Long-term interest rate on government bonds,A,Annual,2004,,4.03715565593827,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,DEU,Germany,IRL,Long-term interest rate on government bonds,A,Annual,2003,,4.07114252198349,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,DEU,Germany,IRL,Long-term interest rate on government bonds,A,Annual,2002,,4.78357959512308,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,DEU,Germany,IRL,Long-term interest rate on government bonds,A,Annual,2001,,4.79659324891804,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,DEU,Germany,IRL,Long-term interest rate on government bonds,A,Annual,2000,,5.26395865459653,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,DEU,Germany,IRL,Long-term interest rate on government bonds,A,Annual,1999,,4.49060971929164,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,DEU,Germany,IRL,Long-term interest rate on government bonds,A,Annual,1998,,4.57380122407468,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,DEU,Germany,IRL,Long-term interest rate on government bonds,A,Annual,1997,,5.64013783663155,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,DEU,Germany,IRL,Long-term interest rate on government bonds,A,Annual,1996,,6.21537826037426,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,DEU,Germany,IRL,Long-term interest rate on government bonds,A,Annual,2026,,2.32,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,DEU,Germany,IRL,Long-term interest rate on government bonds,A,Annual,2025,,2.19,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,DEU,Germany,IRL,Long-term interest rate on government bonds,A,Annual,2024,,2.33414150825021,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,DEU,Germany,IRL,Long-term interest rate on government bonds,A,Annual,2023,,2.43459870594911,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,DEU,Germany,IRL,Long-term interest rate on government bonds,A,Annual,2022,,1.14258298496571,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,DEU,Germany,IRL,Long-term interest rate on government bonds,A,Annual,2021,,-0.373821169772257,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,DEU,Germany,IRL,Long-term interest rate on government bonds,A,Annual,2020,,-0.511024005583788,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,DEU,Germany,IRL,Long-term interest rate on government bonds,A,Annual,2019,,-0.253634457795785,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,DEU,Germany,IRL,Long-term interest rate on government bonds,A,Annual,2018,,0.396363981890517,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,DEU,Germany,IRL,Long-term interest rate on government bonds,A,Annual,2017,,0.316336113807796,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,DEU,Germany,IRL,Long-term interest rate on government bonds,A,Annual,2016,,0.0914991922328881,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,DEU,Germany,IRL,Long-term interest rate on government bonds,A,Annual,2015,,0.49519367547657,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,DEU,Germany,IRL,Long-term interest rate on government bonds,A,Annual,2014,,1.16347229074002,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,DEU,Germany,IRL,Long-term interest rate on government bonds,A,Annual,2013,,1.57140800604388,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,DEU,Germany,IRL,Long-term interest rate on government bonds,A,Annual,2012,,1.49513021099502,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,DEU,Germany,IRL,Long-term interest rate on government bonds,A,Annual,2011,,2.60918499146417,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,FRA,France,IRL,Long-term interest rate on government bonds,A,Annual,2005,,3.40736666666667,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,FRA,France,IRL,Long-term interest rate on government bonds,A,Annual,2004,,4.09958333333334,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,FRA,France,IRL,Long-term interest rate on government bonds,A,Annual,1964,,5.44916666666667,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,FRA,France,IRL,Long-term interest rate on government bonds,A,Annual,1963,,5.33833333333333,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,FRA,France,IRL,Long-term interest rate on government bonds,A,Annual,1962,,5.43416666666667,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,FRA,France,IRL,Long-term interest rate on government bonds,A,Annual,1961,,5.51916666666667,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,FRA,France,IRL,Long-term interest rate on government bonds,A,Annual,1960,,5.66333333333333,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,FRA,France,IRL,Long-term interest rate on government bonds,A,Annual,1976,,10.51,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,FRA,France,IRL,Long-term interest rate on government bonds,A,Annual,1975,,10.3116666666667,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,FRA,France,IRL,Long-term interest rate on government bonds,A,Annual,1974,,11.0025,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,FRA,France,IRL,Long-term interest rate on government bonds,A,Annual,1973,,8.99833333333333,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,FRA,France,IRL,Long-term interest rate on government bonds,A,Annual,1972,,8.01333333333333,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,FRA,France,IRL,Long-term interest rate on government bonds,A,Annual,1971,,8.42166666666667,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,FRA,France,IRL,Long-term interest rate on government bonds,A,Annual,1970,,8.55083333333333,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,FRA,France,IRL,Long-term interest rate on government bonds,A,Annual,1969,,8.1775,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,FRA,France,IRL,Long-term interest rate on government bonds,A,Annual,1968,,6.95083333333333,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,FRA,France,IRL,Long-term interest rate on government bonds,A,Annual,1967,,6.70666666666667,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,FRA,France,IRL,Long-term interest rate on government bonds,A,Annual,1966,,6.57916666666667,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,FRA,France,IRL,Long-term interest rate on government bonds,A,Annual,1965,,6.2025,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,FRA,France,IRL,Long-term interest rate on government bonds,A,Annual,2003,,4.135375,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,FRA,France,IRL,Long-term interest rate on government bonds,A,Annual,2002,,4.87596666666667,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,FRA,France,IRL,Long-term interest rate on government bonds,A,Annual,2001,,4.95121666666667,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,FRA,France,IRL,Long-term interest rate on government bonds,A,Annual,2000,,5.4026,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,FRA,France,IRL,Long-term interest rate on government bonds,A,Annual,1999,,4.618525,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,FRA,France,IRL,Long-term interest rate on government bonds,A,Annual,1998,,4.64881666666667,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,FRA,France,IRL,Long-term interest rate on government bonds,A,Annual,1997,,5.58535,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,FRA,France,IRL,Long-term interest rate on government bonds,A,Annual,1996,,6.33534166666667,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,FRA,France,IRL,Long-term interest rate on government bonds,A,Annual,1995,,7.5347,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,FRA,France,IRL,Long-term interest rate on government bonds,A,Annual,1994,,7.22301666666667,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,FRA,France,IRL,Long-term interest rate on government bonds,A,Annual,1993,,6.79283333333333,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,FRA,France,IRL,Long-term interest rate on government bonds,A,Annual,1992,,8.58400833333333,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,FRA,France,IRL,Long-term interest rate on government bonds,A,Annual,1991,,9.03808333333334,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,FRA,France,IRL,Long-term interest rate on government bonds,A,Annual,1990,,9.91591666666666,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,FRA,France,IRL,Long-term interest rate on government bonds,A,Annual,1989,,8.78095,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,FRA,France,IRL,Long-term interest rate on government bonds,A,Annual,1988,,9.08586666666667,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,FRA,France,IRL,Long-term interest rate on government bonds,A,Annual,1987,,9.47385000000001,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,FRA,France,IRL,Long-term interest rate on government bonds,A,Annual,1986,,9.11916666666667,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,FRA,France,IRL,Long-term interest rate on government bonds,A,Annual,1985,,11.8666666666667,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,FRA,France,IRL,Long-term interest rate on government bonds,A,Annual,1984,,13.4041666666667,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,FRA,France,IRL,Long-term interest rate on government bonds,A,Annual,1983,,14.3683333333334,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,FRA,France,IRL,Long-term interest rate on government bonds,A,Annual,1982,,15.9975,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,FRA,France,IRL,Long-term interest rate on government bonds,A,Annual,1981,,16.2916666666667,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,FRA,France,IRL,Long-term interest rate on government bonds,A,Annual,1980,,13.7841666666667,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
DATAFLOW,OECD.ECO.MAD:DSD_EO_116@DF_EO_116(1.0),Economic Outlook 116,I,FRA,France,IRL,Long-term interest rate on government bonds,A,Annual,1979,,10.8475,,,,PO,Points,0,Units,,,,,,,2,Two,,,,
