DATAFLOW_ID:Dataflow ID,KEY:Timeseries Key,FREQ:Frequency,EER_TYPE:Type,EER_BASKET:Basket,REF_AREA:Reference area,Unit,Unit multiplier,TIME_PERIOD:Period,OBS_CONF:Confidentiality,OBS_PRE_BREAK:Pre-break value,OBS_STATUS:Status,OBS_VALUE:Value
"BIS,WS_EER,1.0",M.R.B.AT,M:Monthly,R:Real,B:Broad (64 economies),AT:Austria,"Index, 2020 = 100",,2001-11-30,F:Free,,A:Normal value,95.52
"BIS,WS_EER,1.0",M.R.B.AT,M:Monthly,R:Real,B:Broad (64 economies),AT:Austria,"Index, 2020 = 100",,2001-12-31,F:Free,,A:Normal value,95.34
"BIS,WS_EER,1.0",M.R.B.AT,M:Monthly,R:Real,B:Broad (64 economies),AT:Austria,"Index, 2020 = 100",,2002-01-31,F:Free,,A:Normal value,95.22
"BIS,WS_EER,1.0",M.R.B.AT,M:Monthly,R:Real,B:Broad (64 economies),AT:Austria,"Index, 2020 = 100",,2002-02-28,F:Free,,A:Normal value,94.65
"BIS,WS_EER,1.0",M.R.B.AT,M:Monthly,R:Real,B:Broad (64 economies),AT:Austria,"Index, 2020 = 100",,2002-03-31,F:Free,,A:Normal value,94.51
"BIS,WS_EER,1.0",M.R.B.AT,M:Monthly,R:Real,B:Broad (64 economies),AT:Austria,"Index, 2020 = 100",,2002-04-30,F:Free,,A:Normal value,94.67
"BIS,WS_EER,1.0",M.R.B.AT,M:Monthly,R:Real,B:Broad (64 economies),AT:Austria,"Index, 2020 = 100",,2002-05-31,F:Free,,A:Normal value,95.58
"BIS,WS_EER,1.0",M.R.B.AT,M:Monthly,R:Real,B:Broad (64 economies),AT:Austria,"Index, 2020 = 100",,2002-06-30,F:Free,,A:Normal value,96.44
"BIS,WS_EER,1.0",M.R.B.AT,M:Monthly,R:Real,B:Broad (64 economies),AT:Austria,"Index, 2020 = 100",,2002-07-31,F:Free,,A:Normal value,96.93
"BIS,WS_EER,1.0",M.R.B.AT,M:Monthly,R:Real,B:Broad (64 economies),AT:Austria,"Index, 2020 = 100",,2002-08-31,F:Free,,A:Normal value,97.02
"BIS,WS_EER,1.0",M.R.B.AT,M:Monthly,R:Real,B:Broad (64 economies),AT:Austria,"Index, 2020 = 100",,2002-09-30,F:Free,,A:Normal value,96.65
"BIS,WS_EER,1.0",M.R.B.AT,M:Monthly,R:Real,B:Broad (64 economies),AT:Austria,"Index, 2020 = 100",,2002-10-31,F:Free,,A:Normal value,97.03
"BIS,WS_EER,1.0",M.R.B.AT,M:Monthly,R:Real,B:Broad (64 economies),AT:Austria,"Index, 2020 = 100",,2002-11-30,F:Free,,A:Normal value,96.98
"BIS,WS_EER,1.0",M.R.B.AT,M:Monthly,R:Real,B:Broad (64 economies),AT:Austria,"Index, 2020 = 100",,2002-12-31,F:Free,,A:Normal value,97.3
"BIS,WS_EER,1.0",M.R.B.AT,M:Monthly,R:Real,B:Broad (64 economies),AT:Austria,"Index, 2020 = 100",,2003-01-31,F:Free,,A:Normal value,98.07
"BIS,WS_EER,1.0",M.R.B.AT,M:Monthly,R:Real,B:Broad (64 economies),AT:Austria,"Index, 2020 = 100",,2003-02-28,F:Free,,A:Normal value,97.85
"BIS,WS_EER,1.0",M.R.B.AT,M:Monthly,R:Real,B:Broad (64 economies),AT:Austria,"Index, 2020 = 100",,2003-03-31,F:Free,,A:Normal value,98.17
"BIS,WS_EER,1.0",M.R.B.AT,M:Monthly,R:Real,B:Broad (64 economies),AT:Austria,"Index, 2020 = 100",,2003-04-30,F:Free,,A:Normal value,98.09
"BIS,WS_EER,1.0",M.R.B.AT,M:Monthly,R:Real,B:Broad (64 economies),AT:Austria,"Index, 2020 = 100",,2003-05-31,F:Free,,A:Normal value,99.2
"BIS,WS_EER,1.0",M.R.B.AT,M:Monthly,R:Real,B:Broad (64 economies),AT:Austria,"Index, 2020 = 100",,2003-06-30,F:Free,,A:Normal value,99.53
"BIS,WS_EER,1.0",M.R.B.AT,M:Monthly,R:Real,B:Broad (64 economies),AT:Austria,"Index, 2020 = 100",,2003-07-31,F:Free,,A:Normal value,99.16
"BIS,WS_EER,1.0",M.R.B.AT,M:Monthly,R:Real,B:Broad (64 economies),AT:Austria,"Index, 2020 = 100",,2003-08-31,F:Free,,A:Normal value,98.93
"BIS,WS_EER,1.0",M.R.B.AT,M:Monthly,R:Real,B:Broad (64 economies),AT:Austria,"Index, 2020 = 100",,2003-09-30,F:Free,,A:Normal value,98.77
"BIS,WS_EER,1.0",M.R.B.AT,M:Monthly,R:Real,B:Broad (64 economies),AT:Austria,"Index, 2020 = 100",,2003-10-31,F:Free,,A:Normal value,99.09
"BIS,WS_EER,1.0",M.R.B.AT,M:Monthly,R:Real,B:Broad (64 economies),AT:Austria,"Index, 2020 = 100",,2003-11-30,F:Free,,A:Normal value,99.28
"BIS,WS_EER,1.0",M.R.B.AT,M:Monthly,R:Real,B:Broad (64 economies),AT:Austria,"Index, 2020 = 100",,2003-12-31,F:Free,,A:Normal value,99.98
"BIS,WS_EER,1.0",M.R.B.AT,M:Monthly,R:Real,B:Broad (64 economies),AT:Austria,"Index, 2020 = 100",,2004-01-31,F:Free,,A:Normal value,100.36
"BIS,WS_EER,1.0",M.R.B.AT,M:Monthly,R:Real,B:Broad (64 economies),AT:Austria,"Index, 2020 = 100",,2004-02-29,F:Free,,A:Normal value,100.33
"BIS,WS_EER,1.0",M.R.B.AT,M:Monthly,R:Real,B:Broad (64 economies),AT:Austria,"Index, 2020 = 100",,2004-03-31,F:Free,,A:Normal value,99.69
"BIS,WS_EER,1.0",M.R.B.AT,M:Monthly,R:Real,B:Broad (64 economies),AT:Austria,"Index, 2020 = 100",,2004-04-30,F:Free,,A:Normal value,98.83
"BIS,WS_EER,1.0",M.R.B.AT,M:Monthly,R:Real,B:Broad (64 economies),AT:Austria,"Index, 2020 = 100",,2004-05-31,F:Free,,A:Normal value,99.33
"BIS,WS_EER,1.0",M.R.B.AT,M:Monthly,R:Real,B:Broad (64 economies),AT:Austria,"Index, 2020 = 100",,2004-06-30,F:Free,,A:Normal value,99.52
"BIS,WS_EER,1.0",M.R.B.AT,M:Monthly,R:Real,B:Broad (64 economies),AT:Austria,"Index, 2020 = 100",,2004-07-31,F:Free,,A:Normal value,99.33
"BIS,WS_EER,1.0",M.R.B.AT,M:Monthly,R:Real,B:Broad (64 economies),AT:Austria,"Index, 2020 = 100",,2004-08-31,F:Free,,A:Normal value,99.54
"BIS,WS_EER,1.0",M.R.B.AT,M:Monthly,R:Real,B:Broad (64 economies),AT:Austria,"Index, 2020 = 100",,2004-09-30,F:Free,,A:Normal value,99.57
"BIS,WS_EER,1.0",M.R.B.AT,M:Monthly,R:Real,B:Broad (64 economies),AT:Austria,"Index, 2020 = 100",,2004-10-31,F:Free,,A:Normal value,100.11
"BIS,WS_EER,1.0",M.R.B.AT,M:Monthly,R:Real,B:Broad (64 economies),AT:Austria,"Index, 2020 = 100",,2004-11-30,F:Free,,A:Normal value,100.39
"BIS,WS_EER,1.0",M.R.B.AT,M:Monthly,R:Real,B:Broad (64 economies),AT:Austria,"Index, 2020 = 100",,2004-12-31,F:Free,,A:Normal value,100.84
"BIS,WS_EER,1.0",M.R.B.AT,M:Monthly,R:Real,B:Broad (64 economies),AT:Austria,"Index, 2020 = 100",,2005-01-31,F:Free,,A:Normal value,100.71
"BIS,WS_EER,1.0",M.R.B.AT,M:Monthly,R:Real,B:Broad (64 economies),AT:Austria,"Index, 2020 = 100",,2005-02-28,F:Free,,A:Normal value,100.03
"BIS,WS_EER,1.0",M.R.B.AT,M:Monthly,R:Real,B:Broad (64 economies),AT:Austria,"Index, 2020 = 100",,2005-03-31,F:Free,,A:Normal value,100.35
"BIS,WS_EER,1.0",M.R.B.AT,M:Monthly,R:Real,B:Broad (64 economies),AT:Austria,"Index, 2020 = 100",,2005-04-30,F:Free,,A:Normal value,99.81
"BIS,WS_EER,1.0",M.R.B.AT,M:Monthly,R:Real,B:Broad (64 economies),AT:Austria,"Index, 2020 = 100",,2005-05-31,F:Free,,A:Normal value,99.54
"BIS,WS_EER,1.0",M.R.B.AT,M:Monthly,R:Real,B:Broad (64 economies),AT:Austria,"Index, 2020 = 100",,2005-06-30,F:Free,,A:Normal value,98.88
"BIS,WS_EER,1.0",M.R.B.AT,M:Monthly,R:Real,B:Broad (64 economies),AT:Austria,"Index, 2020 = 100",,2005-07-31,F:Free,,A:Normal value,98.4
"BIS,WS_EER,1.0",M.R.B.AT,M:Monthly,R:Real,B:Broad (64 economies),AT:Austria,"Index, 2020 = 100",,2005-08-31,F:Free,,A:Normal value,98.48
"BIS,WS_EER,1.0",M.R.B.AT,M:Monthly,R:Real,B:Broad (64 economies),AT:Austria,"Index, 2020 = 100",,2005-09-30,F:Free,,A:Normal value,98.37
"BIS,WS_EER,1.0",M.R.B.AT,M:Monthly,R:Real,B:Broad (64 economies),AT:Austria,"Index, 2020 = 100",,2005-10-31,F:Free,,A:Normal value,98.23
"BIS,WS_EER,1.0",M.R.B.AT,M:Monthly,R:Real,B:Broad (64 economies),AT:Austria,"Index, 2020 = 100",,2005-11-30,F:Free,,A:Normal value,97.82
"BIS,WS_EER,1.0",M.R.B.AT,M:Monthly,R:Real,B:Broad (64 economies),AT:Austria,"Index, 2020 = 100",,2005-12-31,F:Free,,A:Normal value,97.9
"BIS,WS_EER,1.0",M.R.B.AT,M:Monthly,R:Real,B:Broad (64 economies),AT:Austria,"Index, 2020 = 100",,2006-01-31,F:Free,,A:Normal value,97.85
"BIS,WS_EER,1.0",M.R.B.AT,M:Monthly,R:Real,B:Broad (64 economies),AT:Austria,"Index, 2020 = 100",,2006-02-28,F:Free,,A:Normal value,97.28
