"Inflation forecast"
"%, year-to-year"
"Category","Ireland"
"1996-01-01 00:00:00",2.31586678143322
"1996-04-01 00:00:00",1.92917802970004
"1996-07-01 00:00:00",2.06060986978943
"1996-10-01 00:00:00",2.28718770248401
"1997-01-01 00:00:00",1.62331990646414
"1997-04-01 00:00:00",1.47084976636413
"1997-07-01 00:00:00",0.952155158015415
"1997-10-01 00:00:00",0.974227104837701
"1998-01-01 00:00:00",1.31617931676953
"1998-04-01 00:00:00",2.24712147651579
"1998-07-01 00:00:00",2.65373251725818
"1998-10-01 00:00:00",2.35240980422111
"1999-01-01 00:00:00",2.09566491240261
"1999-04-01 00:00:00",2.09186864929221
"1999-07-01 00:00:00",2.36342153562391
"1999-10-01 00:00:00",3.2295633048073
"2000-01-01 00:00:00",4.67695952331713
"2000-04-01 00:00:00",5.14699216754148
"2000-07-01 00:00:00",5.71705525239217
"2000-10-01 00:00:00",5.5594089709939
"2001-01-01 00:00:00",3.96136058324625
"2001-04-01 00:00:00",4.18716309006589
"2001-07-01 00:00:00",3.87772164760667
"2001-10-01 00:00:00",3.9263560295328
"2002-01-01 00:00:00",5.09616310585951
"2002-04-01 00:00:00",4.87631389299789
"2002-07-01 00:00:00",4.33237761755568
"2002-10-01 00:00:00",4.49779871990206
"2003-01-01 00:00:00",4.94301310227111
"2003-04-01 00:00:00",4.07149468391842
"2003-07-01 00:00:00",3.89323417952677
"2003-10-01 00:00:00",3.19912577053105
"2004-01-01 00:00:00",2.10308742220126
"2004-04-01 00:00:00",2.12050069612331
"2004-07-01 00:00:00",2.43254994766239
"2004-10-01 00:00:00",2.53856797307022
"2005-01-01 00:00:00",2.02588732179286
"2005-04-01 00:00:00",2.11434497181713
"2005-07-01 00:00:00",2.33967518996666
"2005-10-01 00:00:00",2.2478583527007
"2006-01-01 00:00:00",2.62540518311163
"2006-04-01 00:00:00",2.89191511824244
"2006-07-01 00:00:00",2.69496683860296
"2006-10-01 00:00:00",2.52455756802501
"2007-01-01 00:00:00",2.90397217065178
"2007-04-01 00:00:00",2.75675035523958
"2007-07-01 00:00:00",2.64257610926501
"2007-10-01 00:00:00",3.21579552003086
"2008-01-01 00:00:00",3.38698641326547
"2008-04-01 00:00:00",3.68569863262904
"2008-07-01 00:00:00",3.32079303667128
"2008-10-01 00:00:00",2.10078927843341
"2009-01-01 00:00:00",0.127764067841669
"2009-04-01 00:00:00",-1.5323054855936
"2009-07-01 00:00:00",-2.58746443790705
"2009-10-01 00:00:00",-2.75817646772414
"2010-01-01 00:00:00",-2.51787877929773
"2010-04-01 00:00:00",-2.11321350947682
"2010-07-01 00:00:00",-1.19525890601811
"2010-10-01 00:00:00",-0.595701168248999
"2011-01-01 00:00:00",0.796418834128595
"2011-04-01 00:00:00",1.31511704559458
"2011-07-01 00:00:00",1.11076507803943
"2011-10-01 00:00:00",1.62912737963769
"2012-01-01 00:00:00",1.63995516984345
"2012-04-01 00:00:00",1.87170233393643
"2012-07-01 00:00:00",2.2824207630561
"2012-10-01 00:00:00",1.8070197858904
"2013-01-01 00:00:00",1.13860863753909
"2013-04-01 00:00:00",0.548379812812484
"2013-07-01 00:00:00",0.237985019129228
"2013-10-01 00:00:00",0.197376306918904
"2014-01-01 00:00:00",0.247778019707951
"2014-04-01 00:00:00",0.393512515829008
"2014-07-01 00:00:00",0.444356670068086
"2014-10-01 00:00:00",0.118046136882444
"2015-01-01 00:00:00",-0.286775333216825
"2015-04-01 00:00:00",0.0971222308883838
"2015-07-01 00:00:00",0.0396256342133511
"2015-10-01 00:00:00",0.0167267837015505
"2016-01-01 00:00:00",-0.230904444172093
"2016-04-01 00:00:00",-0.11893223946524
"2016-07-01 00:00:00",-0.223804240009528
"2016-10-01 00:00:00",-0.25982370559648
"2017-01-01 00:00:00",0.369608226557344
"2017-04-01 00:00:00",0.0238881455719708
"2017-07-01 00:00:00",0.127482043588798
"2017-10-01 00:00:00",0.515579734957169
"2018-01-01 00:00:00",0.477547757690686
"2018-04-01 00:00:00",0.426337389842393
"2018-07-01 00:00:00",1.0749265361506
"2018-10-01 00:00:00",0.885568991913515
"2019-01-01 00:00:00",0.856403328480896
"2019-04-01 00:00:00",1.25339694457052
"2019-07-01 00:00:00",0.612342404144407
"2019-10-01 00:00:00",0.786717789573473
"2020-01-01 00:00:00",0.854421891680549
"2020-04-01 00:00:00",-0.573326257661185
"2020-07-01 00:00:00",-0.897700470966532
"2020-10-01 00:00:00",-1.21154011370207
"2021-01-01 00:00:00",-0.0703924236529243
"2021-04-01 00:00:00",1.49213934204963
"2021-07-01 00:00:00",2.98528579417468
"2021-10-01 00:00:00",5.31543941937425
"2022-01-01 00:00:00",5.98585222858616
"2022-04-01 00:00:00",8.37610010853653
"2022-07-01 00:00:00",9.06871650155214
"2022-10-01 00:00:00",8.78216752681772
"2023-01-01 00:00:00",7.6009912636418
"2023-04-01 00:00:00",5.44553980364496
"2023-07-01 00:00:00",4.8300377640557
"2023-10-01 00:00:00",3.08151731901597
"2024-01-01 00:00:00",2.29841104137499
"2024-04-01 00:00:00",2.1028535334263
"2024-07-01 00:00:00",1.65506185396628
"2024-10-01 00:00:00",2.03379449257071
"2025-01-01 00:00:00",2.39856083004209
"2025-04-01 00:00:00",2.18560774975184
"2025-07-01 00:00:00",1.79973645304823
"2025-10-01 00:00:00",1.66249769495628
