"Inflation forecast"
"%, year-to-year"
"Category","Belgium"
"1992-01-01 00:00:00",2.20141439145503
"1992-04-01 00:00:00",2.5879214597774
"1992-07-01 00:00:00",2.15422768992722
"1992-10-01 00:00:00",2.05483268222012
"1993-01-01 00:00:00",2.63141428638581
"1993-04-01 00:00:00",2.32092577034619
"1993-07-01 00:00:00",2.5500553836546
"1993-10-01 00:00:00",2.44935027076722
"1994-01-01 00:00:00",2.31633641612735
"1994-04-01 00:00:00",2.54638195474995
"1994-07-01 00:00:00",2.6390234070431
"1994-10-01 00:00:00",2.0687446963217
"1995-01-01 00:00:00",1.79593226543499
"1995-04-01 00:00:00",1.28542103289584
"1995-07-01 00:00:00",0.903888430883855
"1995-10-01 00:00:00",1.10690189700697
"1996-01-01 00:00:00",1.52298890948109
"1996-04-01 00:00:00",1.97493497630115
"1996-07-01 00:00:00",1.44729728143981
"1996-10-01 00:00:00",2.15488365545494
"1997-01-01 00:00:00",1.82044807462567
"1997-04-01 00:00:00",1.2965144728361
"1997-07-01 00:00:00",1.77751113349688
"1997-10-01 00:00:00",1.12270118933241
"1998-01-01 00:00:00",0.803462143718374
"1998-04-01 00:00:00",1.18020011280835
"1998-07-01 00:00:00",1.02263800884283
"1998-10-01 00:00:00",0.624978185296588
"1999-01-01 00:00:00",1.13432613515398
"1999-04-01 00:00:00",0.793867655173626
"1999-07-01 00:00:00",0.967652142300591
"1999-10-01 00:00:00",1.64323449976238
"2000-01-01 00:00:00",1.68522059874478
"2000-04-01 00:00:00",2.54385989525946
"2000-07-01 00:00:00",3.07477036420339
"2000-10-01 00:00:00",3.40310633013068
"2001-01-01 00:00:00",2.50132413238307
"2001-04-01 00:00:00",2.98166590540781
"2001-07-01 00:00:00",2.40292987789427
"2001-10-01 00:00:00",1.86375711247936
"2002-01-01 00:00:00",2.58222092570173
"2002-04-01 00:00:00",1.25942837252263
"2002-07-01 00:00:00",1.19410314111417
"2002-10-01 00:00:00",1.17320068323625
"2003-01-01 00:00:00",1.57177973885414
"2003-04-01 00:00:00",1.28023444390269
"2003-07-01 00:00:00",1.58007114759803
"2003-10-01 00:00:00",1.63345759282243
"2004-01-01 00:00:00",1.17971848362589
"2004-04-01 00:00:00",1.99280439455125
"2004-07-01 00:00:00",1.95398221933789
"2004-10-01 00:00:00",2.29817292159265
"2005-01-01 00:00:00",2.4030002333598
"2005-04-01 00:00:00",2.43219514162193
"2005-07-01 00:00:00",2.82701419090724
"2005-10-01 00:00:00",2.48611983301649
"2006-01-01 00:00:00",2.60893144698453
"2006-04-01 00:00:00",2.55455660749892
"2006-07-01 00:00:00",2.21017316467655
"2006-10-01 00:00:00",1.94425444743814
