"Inflation forecast"
"%, year-to-year"
"Category","Denmark"
"1971-01-01 00:00:00",5.959927633436
"1971-04-01 00:00:00",6.76243041115275
"1971-07-01 00:00:00",5.30705625947034
"1971-10-01 00:00:00",5.48353666997896
"1972-01-01 00:00:00",6.36207061686807
"1972-04-01 00:00:00",6.38651561448316
"1972-07-01 00:00:00",6.56473225484841
"1972-10-01 00:00:00",6.92186307795019
"1973-01-01 00:00:00",7.51560844819011
"1973-04-01 00:00:00",8.57055259070172
"1973-07-01 00:00:00",9.7037206261231
"1973-10-01 00:00:00",11.3158438227183
"1974-01-01 00:00:00",13.9143937267931
"1974-04-01 00:00:00",14.5815552023788
"1974-07-01 00:00:00",16.3166760617183
"1974-10-01 00:00:00",16.1691166426547
"1975-01-01 00:00:00",13.4484620712365
"1975-04-01 00:00:00",11.4748247458687
"1975-07-01 00:00:00",9.51949814156521
"1975-10-01 00:00:00",4.49613092668409
"1976-01-01 00:00:00",6.37479089459961
"1976-04-01 00:00:00",8.45462916232489
"1976-07-01 00:00:00",8.1237378184629
"1976-10-01 00:00:00",13.0344991531919
"1977-01-01 00:00:00",10.9295056383999
"1977-04-01 00:00:00",10.113995344895
"1977-07-01 00:00:00",11.0048803807817
"1977-10-01 00:00:00",11.603999493949
"1978-01-01 00:00:00",12.6584575235743
"1978-04-01 00:00:00",10.9284970159903
"1978-07-01 00:00:00",9.40552644031808
"1978-10-01 00:00:00",8.09054124602445
"1979-01-01 00:00:00",6.85822020099086
"1979-04-01 00:00:00",7.87788414135137
"1979-07-01 00:00:00",11.8411992254294
"1979-10-01 00:00:00",11.7202172781289
"1980-01-01 00:00:00",13.2946989796981
"1980-04-01 00:00:00",13.8594148079342
"1980-07-01 00:00:00",11.3773536186783
"1980-10-01 00:00:00",10.8676111023951
"1981-01-01 00:00:00",10.8925843801496
"1981-04-01 00:00:00",12.2266120510489
"1981-07-01 00:00:00",11.7163890482433
"1981-10-01 00:00:00",12.192917132385
"1982-01-01 00:00:00",11.5054015347312
"1982-04-01 00:00:00",9.46484096252908
"1982-07-01 00:00:00",9.62549414297721
"1982-10-01 00:00:00",9.95911196252489
"1983-01-01 00:00:00",8.45979886217051
"1983-04-01 00:00:00",7.45602757476832
"1983-07-01 00:00:00",6.201499693333
"1983-10-01 00:00:00",5.63017074961023
"1984-01-01 00:00:00",6.25065415758325
"1984-04-01 00:00:00",6.57718713988721
